"Unicode","character","UTF-8","name","utf_link","download_link","supply","limit_mint","remaining","deploy","sales","holders"
"U+1FAE3","🫣","f0 9f ab a3",NA,"%F0%9F%AB%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%AB%A3",10000,200,8600,3487308,0,3
"U+1FAE4","🫤","f0 9f ab a4",NA,"%F0%9F%AB%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%AB%A4",69,69,0,7873960,0,1
"U+1FAE5","🫥","f0 9f ab a5",NA,"%F0%9F%AB%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%AB%A5",50,1,47,1172741,0,1
"U+1FAE6","🫦","f0 9f ab a6",NA,"%F0%9F%AB%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%AB%A6",69,1,0,1057419,0,23
"U+1FAE7","🫧","f0 9f ab a7",NA,"%F0%9F%AB%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%AB%A7",2100000000000,2100000000000,0,4026059,0,1
"U+1F90C","🤌","f0 9f a4 8c","PINCHED FINGERS","%F0%9F%A4%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%8C",21000000,21000000,0,2658397,0,1
"U+1F90D","🤍","f0 9f a4 8d","WHITE HEART","%F0%9F%A4%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%8D",888,1,888,2907366,0,0
"U+1F90E","🤎","f0 9f a4 8e","BROWN HEART","%F0%9F%A4%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%8E",1,1,0,7225241,0,1
"U+1F90F","🤏","f0 9f a4 8f","PINCHING HAND","%F0%9F%A4%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%8F",1,1,0,3556023,0,1
"U+1F910","🤐","f0 9f a4 90","ZIPPER-MOUTH FACE","%F0%9F%A4%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%90",93,1,0,468809,0,26
"U+1F911","🤑","f0 9f a4 91","MONEY-MOUTH FACE","%F0%9F%A4%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%91",999,1,0,442596,0,102
"U+1F912","🤒","f0 9f a4 92","FACE WITH THERMOMETER","%F0%9F%A4%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%92",24,6,0,5893959,0,4
"U+1F913","🤓","f0 9f a4 93","NERD FACE","%F0%9F%A4%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%93",314,1,309,440658,0,1
"U+1F914","🤔","f0 9f a4 94","THINKING FACE","%F0%9F%A4%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%94",24,6,0,5894518,0,4
"U+1F915","🤕","f0 9f a4 95","FACE WITH HEAD-BANDAGE","%F0%9F%A4%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%95",24,6,0,5896113,0,5
"U+1F916","🤖","f0 9f a4 96","ROBOT FACE","%F0%9F%A4%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%96",111,1,0,445661,0,16
"U+1F917","🤗","f0 9f a4 97","HUGGING FACE","%F0%9F%A4%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%97",25,1,0,1172921,0,9
"U+1F918","🤘","f0 9f a4 98","SIGN OF THE HORNS","%F0%9F%A4%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%98",666,1,657,444902,0,2
"U+1F919","🤙","f0 9f a4 99","CALL ME HAND","%F0%9F%A4%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%99",10,1,0,486133,0,5
"U+1F91A","🤚","f0 9f a4 9a","RAISED BACK OF HAND","%F0%9F%A4%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9A",1,1,0,3560250,0,1
"U+1F91B","🤛","f0 9f a4 9b","LEFT-FACING FIST","%F0%9F%A4%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9B",1,1,0,3558104,0,1
"U+1F91C","🤜","f0 9f a4 9c","RIGHT-FACING FIST","%F0%9F%A4%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9C",1,1,0,3565496,0,1
"U+1F91D","🤝","f0 9f a4 9d","HANDSHAKE","%F0%9F%A4%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9D",10,1,0,3547834,0,4
"U+1F91E","🤞","f0 9f a4 9e","HAND WITH INDEX AND MIDDLE FINGERS CROSSED","%F0%9F%A4%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9E",777,1,769,424619,0,4
"U+1F91F","🤟","f0 9f a4 9f","I LOVE YOU HAND SIGN","%F0%9F%A4%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%9F",5000000,3,4999859,2394053,0,2
"U+1F920","🤠","f0 9f a4 a0","FACE WITH COWBOY HAT","%F0%9F%A4%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A0",100,1,0,468841,420000,17
"U+1F921","🤡","f0 9f a4 a1","CLOWN FACE","%F0%9F%A4%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A1",888,1,0,445655,1525000,149
"U+1F922","🤢","f0 9f a4 a2","NAUSEATED FACE","%F0%9F%A4%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A2",1000000,100,1000000,1078145,0,0
"U+1F923","🤣","f0 9f a4 a3","ROLLING ON THE FLOOR LAUGHING","%F0%9F%A4%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A3",10000,1,9967,442965,0,3
"U+1F924","🤤","f0 9f a4 a4","DROOLING FACE","%F0%9F%A4%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A4",69,1,63,445646,0,1
"U+1F925","🤥","f0 9f a4 a5","LYING FACE","%F0%9F%A4%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A5",24,6,0,5896112,0,4
"U+1F926","🤦","f0 9f a4 a6","FACE PALM","%F0%9F%A4%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A6",420,1,415,4802081,0,1
"U+1F927","🤧","f0 9f a4 a7","SNEEZING FACE","%F0%9F%A4%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A7",24,6,0,6064398,0,3
"U+1F928","🤨","f0 9f a4 a8","FACE WITH ONE EYEBROW RAISED","%F0%9F%A4%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A8",24,6,0,6064399,0,4
"U+1F929","🤩","f0 9f a4 a9","GRINNING FACE WITH STAR EYES","%F0%9F%A4%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%A9",777,1,764,985214,0,3
"U+1F92A","🤪","f0 9f a4 aa","GRINNING FACE WITH ONE LARGE AND ONE SMALL EYE","%F0%9F%A4%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AA",69,1,0,424605,0,26
"U+1F92B","🤫","f0 9f a4 ab","FACE WITH FINGER COVERING CLOSED LIPS","%F0%9F%A4%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AB",418,1,409,468836,0,3
"U+1F92C","🤬","f0 9f a4 ac","SERIOUS FACE WITH SYMBOLS COVERING MOUTH","%F0%9F%A4%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AC",777,1,771,970559,0,1
"U+1F92D","🤭","f0 9f a4 ad","SMILING FACE WITH SMILING EYES AND HAND COVERING MOUTH","%F0%9F%A4%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AD",100,1,100,10812902,0,0
"U+1F92E","🤮","f0 9f a4 ae","FACE WITH OPEN MOUTH VOMITING","%F0%9F%A4%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AE",333,1,330,431460,0,1
"U+1F92F","🤯","f0 9f a4 af","SHOCKED FACE WITH EXPLODING HEAD","%F0%9F%A4%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%AF",420,1,407,500565,0,4
"U+1F930","🤰","f0 9f a4 b0","PREGNANT WOMAN","%F0%9F%A4%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B0",1,1,0,7070445,0,1
"U+1F931","🤱","f0 9f a4 b1","BREAST-FEEDING","%F0%9F%A4%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B1",21,21,0,8430687,0,1
"U+1F932","🤲","f0 9f a4 b2","PALMS UP TOGETHER","%F0%9F%A4%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B2",1,1,0,3560249,0,1
"U+1F933","🤳","f0 9f a4 b3","SELFIE","%F0%9F%A4%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B3",10000,1,10000,972120,0,0
"U+1F934","🤴","f0 9f a4 b4","PRINCE","%F0%9F%A4%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B4",50,1,0,1173176,0,25
"U+1F935","🤵","f0 9f a4 b5","MAN IN TUXEDO","%F0%9F%A4%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B5",2100,2100,0,9059697,0,1
"U+1F936","🤶","f0 9f a4 b6","MOTHER CHRISTMAS","%F0%9F%A4%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B6",99,1,99,1612557,0,0
"U+1F937","🤷","f0 9f a4 b7","SHRUG","%F0%9F%A4%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B7",1000,1,1000,5118664,0,0
"U+1F938","🤸","f0 9f a4 b8","PERSON DOING CARTWHEEL","%F0%9F%A4%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B8",1,1,0,3693582,0,1
"U+1F939","🤹","f0 9f a4 b9","JUGGLING","%F0%9F%A4%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%B9",50,1,0,1625287,0,13
"U+1F93A","🤺","f0 9f a4 ba","FENCER","%F0%9F%A4%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BA",50,1,50,1172919,0,0
"U+1F93B","🤻","f0 9f a4 bb","MODERN PENTATHLON","%F0%9F%A4%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BB",69,69,0,18646692,0,1
"U+1F93C","🤼","f0 9f a4 bc","WRESTLERS","%F0%9F%A4%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BC",10000,50,9750,8226738,0,2
"U+1F93D","🤽","f0 9f a4 bd","WATER POLO","%F0%9F%A4%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BD",3,1,0,6143492,0,3
"U+1F93E","🤾","f0 9f a4 be","HANDBALL","%F0%9F%A4%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BE",1,1,0,3560924,0,1
"U+1F93F","🤿","f0 9f a4 bf","DIVING MASK","%F0%9F%A4%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A4%BF",11,11,0,7419611,0,1
"U+1F940","🥀","f0 9f a5 80","WILTED FLOWER","%F0%9F%A5%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%80",1000,1,1000,464734,0,0
"U+1F941","🥁","f0 9f a5 81","DRUM WITH DRUMSTICKS","%F0%9F%A5%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%81",1000,2,1000,484663,0,0
"U+1F942","🥂","f0 9f a5 82","CLINKING GLASSES","%F0%9F%A5%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%82",1000,1,1000,1598654,0,0
"U+1F943","🥃","f0 9f a5 83","TUMBLER GLASS","%F0%9F%A5%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%83",1000,1,1000,1598649,0,0
"U+1F944","🥄","f0 9f a5 84","SPOON","%F0%9F%A5%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%84",21000000,21000000,0,6623640,0,1
"U+1F945","🥅","f0 9f a5 85","GOAL NET","%F0%9F%A5%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%85",4004004,50505,3751479,7971543,0,1
"U+1F946","🥆","f0 9f a5 86","RIFLE","%F0%9F%A5%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%86",NA,NA,NA,NA,NA,NA
"U+1F947","🥇","f0 9f a5 87","FIRST PLACE MEDAL","%F0%9F%A5%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%87",111,1,0,1011711,0,21
"U+1F948","🥈","f0 9f a5 88","SECOND PLACE MEDAL","%F0%9F%A5%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%88",5000000,10,5000000,3779712,0,0
"U+1F949","🥉","f0 9f a5 89","THIRD PLACE MEDAL","%F0%9F%A5%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%89",10000000,1000,9999000,7410964,0,1
"U+1F94A","🥊","f0 9f a5 8a","BOXING GLOVE","%F0%9F%A5%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8A",1000,2,1000,444607,0,0
"U+1F94B","🥋","f0 9f a5 8b","MARTIAL ARTS UNIFORM","%F0%9F%A5%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8B",1000000,1,1000000,2522307,0,0
"U+1F94C","🥌","f0 9f a5 8c","CURLING STONE","%F0%9F%A5%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8C",21000000,1000000,0,6998863,0,8
"U+1F94D","🥍","f0 9f a5 8d","LACROSSE STICK AND BALL","%F0%9F%A5%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8D",NA,NA,NA,NA,NA,NA
"U+1F94E","🥎","f0 9f a5 8e","SOFTBALL","%F0%9F%A5%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8E",21000000,500000,20500000,7879803,0,1
"U+1F94F","🥏","f0 9f a5 8f","FLYING DISC","%F0%9F%A5%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%8F",21000000,1000000,20000000,7352080,0,1
"U+1F950","🥐","f0 9f a5 90","CROISSANT","%F0%9F%A5%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%90",99,1,99,1612780,0,0
"U+1F951","🥑","f0 9f a5 91","AVOCADO","%F0%9F%A5%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%91",777,7,763,3823800,0,1
"U+1F952","🥒","f0 9f a5 92","CUCUMBER","%F0%9F%A5%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%92",111,1,0,998591,0,28
"U+1F953","🥓","f0 9f a5 93","BACON","%F0%9F%A5%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%93",69420,10,68719,3954549,0,8
"U+1F954","🥔","f0 9f a5 94","POTATO","%F0%9F%A5%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%94",1000,2,992,570247,0,2
"U+1F955","🥕","f0 9f a5 95","CARROT","%F0%9F%A5%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%95",188,1,160,998669,0,3
"U+1F956","🥖","f0 9f a5 96","BAGUETTE BREAD","%F0%9F%A5%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%96",21000000,1000,21000000,1853286,0,0
"U+1F957","🥗","f0 9f a5 97","GREEN SALAD","%F0%9F%A5%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%97",1,1,0,7354815,0,1
"U+1F958","🥘","f0 9f a5 98","SHALLOW PAN OF FOOD","%F0%9F%A5%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%98",100,100,0,8345211,0,1
"U+1F959","🥙","f0 9f a5 99","STUFFED FLATBREAD","%F0%9F%A5%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%99",21e14,100000000,21e14,1853287,0,0
"U+1F95A","🥚","f0 9f a5 9a","EGG","%F0%9F%A5%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9A",99,1,0,554566,0,18
"U+1F95B","🥛","f0 9f a5 9b","GLASS OF MILK","%F0%9F%A5%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9B",21000000,500000,20000000,7813335,0,1
"U+1F95C","🥜","f0 9f a5 9c","PEANUTS","%F0%9F%A5%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9C",21000000,10000,20440000,1077404,0,3
"U+1F95D","🥝","f0 9f a5 9d","KIWIFRUIT","%F0%9F%A5%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9D",300,1,300,445587,0,0
"U+1F95E","🥞","f0 9f a5 9e","PANCAKES","%F0%9F%A5%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9E",420,4.2,420,1055247,0,0
"U+1F95F","🥟","f0 9f a5 9f","DUMPLING","%F0%9F%A5%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%9F",21000000,1000,20932000,2933769,0,3
"U+1F960","🥠","f0 9f a5 a0","FORTUNE COOKIE","%F0%9F%A5%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A0",888,1,887,445595,0,1
"U+1F961","🥡","f0 9f a5 a1","TAKEOUT BOX","%F0%9F%A5%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A1",3000,1,3000,5837802,0,0
"U+1F962","🥢","f0 9f a5 a2","CHOPSTICKS","%F0%9F%A5%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A2",10,10,0,6742909,0,1
"U+1F963","🥣","f0 9f a5 a3","BOWL WITH SPOON","%F0%9F%A5%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A3",100,100,0,8158688,0,1
"U+1F964","🥤","f0 9f a5 a4","CUP WITH STRAW","%F0%9F%A5%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A4",100,100,0,7237975,0,1
"U+1F965","🥥","f0 9f a5 a5","COCONUT","%F0%9F%A5%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A5",3000,1,2994,5837709,0,1
"U+1F966","🥦","f0 9f a5 a6","BROCCOLI","%F0%9F%A5%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A6",1000,1,1000,1598653,0,0
"U+1F967","🥧","f0 9f a5 a7","PIE","%F0%9F%A5%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A7",314,1,310,440465,0,2
"U+1F968","🥨","f0 9f a5 a8","PRETZEL","%F0%9F%A5%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A8",21,21,0,6556685,0,1
"U+1F969","🥩","f0 9f a5 a9","CUT OF MEAT","%F0%9F%A5%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%A9",1337,1,1333,570109,0,2
"U+1F96A","🥪","f0 9f a5 aa","SANDWICH","%F0%9F%A5%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AA",123,1,109,641616,0,3
"U+1F96B","🥫","f0 9f a5 ab","CANNED FOOD","%F0%9F%A5%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AB",1962,1,1962,4335188,0,0
"U+1F96C","🥬","f0 9f a5 ac","LEAFY GREEN","%F0%9F%A5%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AC",3000,1,3000,5837469,0,0
"U+1F96D","🥭","f0 9f a5 ad","MANGO","%F0%9F%A5%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AD",333,1,0,996882,0,77
"U+1F96E","🥮","f0 9f a5 ae","MOON CAKE","%F0%9F%A5%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AE",21000000,1,21000000,8321329,0,0
"U+1F96F","🥯","f0 9f a5 af","BAGEL","%F0%9F%A5%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%AF",120,120,0,8045373,0,1
"U+1F970","🥰","f0 9f a5 b0","SMILING FACE WITH SMILING EYES AND THREE HEARTS","%F0%9F%A5%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B0",100,1,0,1583218,0,27
"U+1F971","🥱","f0 9f a5 b1","YAWNING FACE","%F0%9F%A5%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B1",777,1,774,5838291,0,1
"U+1F972","🥲","f0 9f a5 b2","SMILING FACE WITH TEAR","%F0%9F%A5%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B2",21000000,2000,21000000,7949515,0,0
"U+1F973","🥳","f0 9f a5 b3","FACE WITH PARTY HORN AND PARTY HAT","%F0%9F%A5%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B3",777,1,772,1056674,0,1
"U+1F974","🥴","f0 9f a5 b4","FACE WITH UNEVEN EYES AND WAVY MOUTH","%F0%9F%A5%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B4",24,6,0,6064401,0,3
"U+1F975","🥵","f0 9f a5 b5","OVERHEATED FACE","%F0%9F%A5%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B5",50,1,0,1583854,0,10
"U+1F976","🥶","f0 9f a5 b6","FREEZING FACE","%F0%9F%A5%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B6",888,1,846,969473,0,8
"U+1F977","🥷","f0 9f a5 b7","NINJA","%F0%9F%A5%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B7",50,1,0,1173175,0,21
"U+1F978","🥸","f0 9f a5 b8","DISGUISED FACE","%F0%9F%A5%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B8",25,1,0,1172973,0,9
"U+1F979","🥹","f0 9f a5 b9",NA,"%F0%9F%A5%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%B9",50,1,50,1172744,0,0
"U+1F97A","🥺","f0 9f a5 ba","FACE WITH PLEADING EYES","%F0%9F%A5%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BA",21000000,1000,20994000,5508133,0,2
"U+1F97B","🥻","f0 9f a5 bb","SARI","%F0%9F%A5%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BB",1,1,0,7406931,0,1
"U+1F97C","🥼","f0 9f a5 bc","LAB COAT","%F0%9F%A5%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BC",21000,105,21000,8226312,0,0
"U+1F97D","🥽","f0 9f a5 bd","GOGGLES","%F0%9F%A5%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BD",1903,1,1903,6037065,0,0
"U+1F97E","🥾","f0 9f a5 be","HIKING BOOT","%F0%9F%A5%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BE",1000,2,979,484665,0,6
"U+1F97F","🥿","f0 9f a5 bf","FLAT SHOE","%F0%9F%A5%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A5%BF",1,1,0,7394813,0,1
"U+1F980","🦀","f0 9f a6 80","CRAB","%F0%9F%A6%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%80",300,1,294,1010901,0,2
"U+1F981","🦁","f0 9f a6 81","LION FACE","%F0%9F%A6%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%81",100,1,0,970337,0,31
"U+1F982","🦂","f0 9f a6 82","SCORPION","%F0%9F%A6%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%82",69,1,0,464735,100000,21
"U+1F983","🦃","f0 9f a6 83","TURKEY","%F0%9F%A6%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%83",10000,20,10000,1055237,0,0
"U+1F984","🦄","f0 9f a6 84","UNICORN FACE","%F0%9F%A6%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%84",111,1,0,461131,0,14
"U+1F985","🦅","f0 9f a6 85","EAGLE","%F0%9F%A6%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%85",300,1,0,1008469,240000,63
"U+1F986","🦆","f0 9f a6 86","DUCK","%F0%9F%A6%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%86",99,1,0,1612181,0,32
"U+1F987","🦇","f0 9f a6 87","BAT","%F0%9F%A6%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%87",512,5.12,0,887535,0,20
"U+1F988","🦈","f0 9f a6 88","SHARK","%F0%9F%A6%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%88",100,1,0,464738,0,15
"U+1F989","🦉","f0 9f a6 89","OWL","%F0%9F%A6%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%89",1,1,0,876720,0,1
"U+1F98A","🦊","f0 9f a6 8a","FOX FACE","%F0%9F%A6%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%8A",1,1,0,877474,0,1
"U+1F98B","🦋","f0 9f a6 8b","BUTTERFLY","%F0%9F%A6%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%8B",10000,10,9920,442340,0,4
"U+1F98C","🦌","f0 9f a6 8c","DEER","%F0%9F%A6%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%8C",1100,11,0,7421536,0,33
"U+1F98D","🦍","f0 9f a6 8d","GORILLA","%F0%9F%A6%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%A6%8D",1000,1,0,461138,249999,57
