Unicode	character	UTF-8	name
U+1F15E	🅞	f0 9f 85 9e	NEGATIVE CIRCLED LATIN CAPITAL LETTER O
U+1F15F	🅟	f0 9f 85 9f	NEGATIVE CIRCLED LATIN CAPITAL LETTER P
U+1F160	🅠	f0 9f 85 a0	NEGATIVE CIRCLED LATIN CAPITAL LETTER Q
U+1F161	🅡	f0 9f 85 a1	NEGATIVE CIRCLED LATIN CAPITAL LETTER R
U+1F162	🅢	f0 9f 85 a2	NEGATIVE CIRCLED LATIN CAPITAL LETTER S
U+1F163	🅣	f0 9f 85 a3	NEGATIVE CIRCLED LATIN CAPITAL LETTER T
U+1F164	🅤	f0 9f 85 a4	NEGATIVE CIRCLED LATIN CAPITAL LETTER U
U+1F165	🅥	f0 9f 85 a5	NEGATIVE CIRCLED LATIN CAPITAL LETTER V
U+1F166	🅦	f0 9f 85 a6	NEGATIVE CIRCLED LATIN CAPITAL LETTER W
U+1F167	🅧	f0 9f 85 a7	NEGATIVE CIRCLED LATIN CAPITAL LETTER X
U+1F168	🅨	f0 9f 85 a8	NEGATIVE CIRCLED LATIN CAPITAL LETTER Y
U+1F169	🅩	f0 9f 85 a9	NEGATIVE CIRCLED LATIN CAPITAL LETTER Z
U+1F16A	🅪	f0 9f 85 aa	RAISED MC SIGN
U+1F16B	🅫	f0 9f 85 ab	RAISED MD SIGN
U+1F16C	🅬	f0 9f 85 ac	RAISED MR SIGN
U+1F16D	🅭	f0 9f 85 ad	CIRCLED CC
U+1F16E	🅮	f0 9f 85 ae	CIRCLED C WITH OVERLAID BACKSLASH
U+1F16F	🅯	f0 9f 85 af	CIRCLED HUMAN FIGURE
U+1F170	🅰	f0 9f 85 b0	NEGATIVE SQUARED LATIN CAPITAL LETTER A
U+1F171	🅱	f0 9f 85 b1	NEGATIVE SQUARED LATIN CAPITAL LETTER B
U+1F172	🅲	f0 9f 85 b2	NEGATIVE SQUARED LATIN CAPITAL LETTER C
U+1F173	🅳	f0 9f 85 b3	NEGATIVE SQUARED LATIN CAPITAL LETTER D
U+1F174	🅴	f0 9f 85 b4	NEGATIVE SQUARED LATIN CAPITAL LETTER E
U+1F175	🅵	f0 9f 85 b5	NEGATIVE SQUARED LATIN CAPITAL LETTER F
U+1F176	🅶	f0 9f 85 b6	NEGATIVE SQUARED LATIN CAPITAL LETTER G
U+1F177	🅷	f0 9f 85 b7	NEGATIVE SQUARED LATIN CAPITAL LETTER H
U+1F178	🅸	f0 9f 85 b8	NEGATIVE SQUARED LATIN CAPITAL LETTER I
U+1F179	🅹	f0 9f 85 b9	NEGATIVE SQUARED LATIN CAPITAL LETTER J
U+1F17A	🅺	f0 9f 85 ba	NEGATIVE SQUARED LATIN CAPITAL LETTER K
U+1F17B	🅻	f0 9f 85 bb	NEGATIVE SQUARED LATIN CAPITAL LETTER L
U+1F17C	🅼	f0 9f 85 bc	NEGATIVE SQUARED LATIN CAPITAL LETTER M
U+1F17D	🅽	f0 9f 85 bd	NEGATIVE SQUARED LATIN CAPITAL LETTER N
U+1F17E	🅾	f0 9f 85 be	NEGATIVE SQUARED LATIN CAPITAL LETTER O
U+1F17F	🅿	f0 9f 85 bf	NEGATIVE SQUARED LATIN CAPITAL LETTER P
U+1F180	🆀	f0 9f 86 80	NEGATIVE SQUARED LATIN CAPITAL LETTER Q
U+1F181	🆁	f0 9f 86 81	NEGATIVE SQUARED LATIN CAPITAL LETTER R
U+1F182	🆂	f0 9f 86 82	NEGATIVE SQUARED LATIN CAPITAL LETTER S
U+1F183	🆃	f0 9f 86 83	NEGATIVE SQUARED LATIN CAPITAL LETTER T
U+1F184	🆄	f0 9f 86 84	NEGATIVE SQUARED LATIN CAPITAL LETTER U
U+1F185	🆅	f0 9f 86 85	NEGATIVE SQUARED LATIN CAPITAL LETTER V
U+1F186	🆆	f0 9f 86 86	NEGATIVE SQUARED LATIN CAPITAL LETTER W
U+1F187	🆇	f0 9f 86 87	NEGATIVE SQUARED LATIN CAPITAL LETTER X
U+1F188	🆈	f0 9f 86 88	NEGATIVE SQUARED LATIN CAPITAL LETTER Y
U+1F189	🆉	f0 9f 86 89	NEGATIVE SQUARED LATIN CAPITAL LETTER Z
U+1F18A	🆊	f0 9f 86 8a	CROSSED NEGATIVE SQUARED LATIN CAPITAL LETTER P
U+1F18B	🆋	f0 9f 86 8b	NEGATIVE SQUARED IC
U+1F18C	🆌	f0 9f 86 8c	NEGATIVE SQUARED PA
U+1F18D	🆍	f0 9f 86 8d	NEGATIVE SQUARED SA
U+1F18E	🆎	f0 9f 86 8e	NEGATIVE SQUARED AB
U+1F18F	🆏	f0 9f 86 8f	NEGATIVE SQUARED WC
U+1F190	🆐	f0 9f 86 90	SQUARE DJ
U+1F191	🆑	f0 9f 86 91	SQUARED CL
U+1F192	🆒	f0 9f 86 92	SQUARED COOL
U+1F193	🆓	f0 9f 86 93	SQUARED FREE
U+1F194	🆔	f0 9f 86 94	SQUARED ID
U+1F195	🆕	f0 9f 86 95	SQUARED NEW
U+1F196	🆖	f0 9f 86 96	SQUARED NG
U+1F197	🆗	f0 9f 86 97	SQUARED OK
U+1F198	🆘	f0 9f 86 98	SQUARED SOS
U+1F199	🆙	f0 9f 86 99	SQUARED UP WITH EXCLAMATION MARK
U+1F19A	🆚	f0 9f 86 9a	SQUARED VS
U+13000	𓀀	f0 93 80 80	EGYPTIAN HIEROGLYPH A001
U+13001	𓀁	f0 93 80 81	EGYPTIAN HIEROGLYPH A002
U+13002	𓀂	f0 93 80 82	EGYPTIAN HIEROGLYPH A003
U+13003	𓀃	f0 93 80 83	EGYPTIAN HIEROGLYPH A004
U+13004	𓀄	f0 93 80 84	EGYPTIAN HIEROGLYPH A005
U+13005	𓀅	f0 93 80 85	EGYPTIAN HIEROGLYPH A005A
U+13006	𓀆	f0 93 80 86	EGYPTIAN HIEROGLYPH A006
U+13007	𓀇	f0 93 80 87	EGYPTIAN HIEROGLYPH A006A
U+13008	𓀈	f0 93 80 88	EGYPTIAN HIEROGLYPH A006B
U+13009	𓀉	f0 93 80 89	EGYPTIAN HIEROGLYPH A007
U+1300A	𓀊	f0 93 80 8a	EGYPTIAN HIEROGLYPH A008
U+1300B	𓀋	f0 93 80 8b	EGYPTIAN HIEROGLYPH A009
U+1300C	𓀌	f0 93 80 8c	EGYPTIAN HIEROGLYPH A010
U+1300D	𓀍	f0 93 80 8d	EGYPTIAN HIEROGLYPH A011
U+1300E	𓀎	f0 93 80 8e	EGYPTIAN HIEROGLYPH A012
U+1300F	𓀏	f0 93 80 8f	EGYPTIAN HIEROGLYPH A013
U+13010	𓀐	f0 93 80 90	EGYPTIAN HIEROGLYPH A014
U+13011	𓀑	f0 93 80 91	EGYPTIAN HIEROGLYPH A014A
U+13012	𓀒	f0 93 80 92	EGYPTIAN HIEROGLYPH A015
U+13013	𓀓	f0 93 80 93	EGYPTIAN HIEROGLYPH A016
U+13014	𓀔	f0 93 80 94	EGYPTIAN HIEROGLYPH A017
U+13015	𓀕	f0 93 80 95	EGYPTIAN HIEROGLYPH A017A
U+13016	𓀖	f0 93 80 96	EGYPTIAN HIEROGLYPH A018
U+13017	𓀗	f0 93 80 97	EGYPTIAN HIEROGLYPH A019
U+13018	𓀘	f0 93 80 98	EGYPTIAN HIEROGLYPH A020
U+13019	𓀙	f0 93 80 99	EGYPTIAN HIEROGLYPH A021
U+1301A	𓀚	f0 93 80 9a	EGYPTIAN HIEROGLYPH A022
U+1301B	𓀛	f0 93 80 9b	EGYPTIAN HIEROGLYPH A023
U+1301C	𓀜	f0 93 80 9c	EGYPTIAN HIEROGLYPH A024
U+1301D	𓀝	f0 93 80 9d	EGYPTIAN HIEROGLYPH A025
U+1301E	𓀞	f0 93 80 9e	EGYPTIAN HIEROGLYPH A026
U+1301F	𓀟	f0 93 80 9f	EGYPTIAN HIEROGLYPH A027
U+13020	𓀠	f0 93 80 a0	EGYPTIAN HIEROGLYPH A028
U+13021	𓀡	f0 93 80 a1	EGYPTIAN HIEROGLYPH A029
U+13022	𓀢	f0 93 80 a2	EGYPTIAN HIEROGLYPH A030
U+13023	𓀣	f0 93 80 a3	EGYPTIAN HIEROGLYPH A031
U+13024	𓀤	f0 93 80 a4	EGYPTIAN HIEROGLYPH A032
U+13025	𓀥	f0 93 80 a5	EGYPTIAN HIEROGLYPH A032A
U+13026	𓀦	f0 93 80 a6	EGYPTIAN HIEROGLYPH A033
U+13027	𓀧	f0 93 80 a7	EGYPTIAN HIEROGLYPH A034
U+13028	𓀨	f0 93 80 a8	EGYPTIAN HIEROGLYPH A035
U+13029	𓀩	f0 93 80 a9	EGYPTIAN HIEROGLYPH A036
U+1302A	𓀪	f0 93 80 aa	EGYPTIAN HIEROGLYPH A037
U+1302B	𓀫	f0 93 80 ab	EGYPTIAN HIEROGLYPH A038
U+1302C	𓀬	f0 93 80 ac	EGYPTIAN HIEROGLYPH A039
U+1302D	𓀭	f0 93 80 ad	EGYPTIAN HIEROGLYPH A040
U+1302E	𓀮	f0 93 80 ae	EGYPTIAN HIEROGLYPH A040A
U+1302F	𓀯	f0 93 80 af	EGYPTIAN HIEROGLYPH A041
U+13030	𓀰	f0 93 80 b0	EGYPTIAN HIEROGLYPH A042
U+13031	𓀱	f0 93 80 b1	EGYPTIAN HIEROGLYPH A042A
U+13032	𓀲	f0 93 80 b2	EGYPTIAN HIEROGLYPH A043
U+13033	𓀳	f0 93 80 b3	EGYPTIAN HIEROGLYPH A043A
U+13034	𓀴	f0 93 80 b4	EGYPTIAN HIEROGLYPH A044
U+13035	𓀵	f0 93 80 b5	EGYPTIAN HIEROGLYPH A045
U+13036	𓀶	f0 93 80 b6	EGYPTIAN HIEROGLYPH A045A
U+13037	𓀷	f0 93 80 b7	EGYPTIAN HIEROGLYPH A046
U+13038	𓀸	f0 93 80 b8	EGYPTIAN HIEROGLYPH A047
U+13039	𓀹	f0 93 80 b9	EGYPTIAN HIEROGLYPH A048
U+1303A	𓀺	f0 93 80 ba	EGYPTIAN HIEROGLYPH A049
U+1303B	𓀻	f0 93 80 bb	EGYPTIAN HIEROGLYPH A050
U+1303C	𓀼	f0 93 80 bc	EGYPTIAN HIEROGLYPH A051
U+1303D	𓀽	f0 93 80 bd	EGYPTIAN HIEROGLYPH A052
U+1303E	𓀾	f0 93 80 be	EGYPTIAN HIEROGLYPH A053
U+1303F	𓀿	f0 93 80 bf	EGYPTIAN HIEROGLYPH A054
U+13040	𓁀	f0 93 81 80	EGYPTIAN HIEROGLYPH A055
U+13041	𓁁	f0 93 81 81	EGYPTIAN HIEROGLYPH A056
U+13042	𓁂	f0 93 81 82	EGYPTIAN HIEROGLYPH A057
U+13043	𓁃	f0 93 81 83	EGYPTIAN HIEROGLYPH A058
U+13044	𓁄	f0 93 81 84	EGYPTIAN HIEROGLYPH A059
U+13045	𓁅	f0 93 81 85	EGYPTIAN HIEROGLYPH A060
U+13046	𓁆	f0 93 81 86	EGYPTIAN HIEROGLYPH A061
U+13047	𓁇	f0 93 81 87	EGYPTIAN HIEROGLYPH A062
U+13048	𓁈	f0 93 81 88	EGYPTIAN HIEROGLYPH A063
U+13049	𓁉	f0 93 81 89	EGYPTIAN HIEROGLYPH A064
U+1304A	𓁊	f0 93 81 8a	EGYPTIAN HIEROGLYPH A065
U+1304B	𓁋	f0 93 81 8b	EGYPTIAN HIEROGLYPH A066
U+1304C	𓁌	f0 93 81 8c	EGYPTIAN HIEROGLYPH A067
U+1304D	𓁍	f0 93 81 8d	EGYPTIAN HIEROGLYPH A068
U+1304E	𓁎	f0 93 81 8e	EGYPTIAN HIEROGLYPH A069
U+1304F	𓁏	f0 93 81 8f	EGYPTIAN HIEROGLYPH A070
U+13050	𓁐	f0 93 81 90	EGYPTIAN HIEROGLYPH B001
U+13051	𓁑	f0 93 81 91	EGYPTIAN HIEROGLYPH B002
U+13052	𓁒	f0 93 81 92	EGYPTIAN HIEROGLYPH B003
U+13053	𓁓	f0 93 81 93	EGYPTIAN HIEROGLYPH B004
U+13054	𓁔	f0 93 81 94	EGYPTIAN HIEROGLYPH B005
U+13055	𓁕	f0 93 81 95	EGYPTIAN HIEROGLYPH B005A
U+13056	𓁖	f0 93 81 96	EGYPTIAN HIEROGLYPH B006
U+13057	𓁗	f0 93 81 97	EGYPTIAN HIEROGLYPH B007
U+13058	𓁘	f0 93 81 98	EGYPTIAN HIEROGLYPH B008
U+13059	𓁙	f0 93 81 99	EGYPTIAN HIEROGLYPH B009
U+1305A	𓁚	f0 93 81 9a	EGYPTIAN HIEROGLYPH C001
U+1305B	𓁛	f0 93 81 9b	EGYPTIAN HIEROGLYPH C002
U+1305C	𓁜	f0 93 81 9c	EGYPTIAN HIEROGLYPH C002A
U+1305D	𓁝	f0 93 81 9d	EGYPTIAN HIEROGLYPH C002B
U+1305E	𓁞	f0 93 81 9e	EGYPTIAN HIEROGLYPH C002C
U+1305F	𓁟	f0 93 81 9f	EGYPTIAN HIEROGLYPH C003
U+13060	𓁠	f0 93 81 a0	EGYPTIAN HIEROGLYPH C004
U+13061	𓁡	f0 93 81 a1	EGYPTIAN HIEROGLYPH C005
U+13062	𓁢	f0 93 81 a2	EGYPTIAN HIEROGLYPH C006
U+13063	𓁣	f0 93 81 a3	EGYPTIAN HIEROGLYPH C007
U+13064	𓁤	f0 93 81 a4	EGYPTIAN HIEROGLYPH C008
U+13065	𓁥	f0 93 81 a5	EGYPTIAN HIEROGLYPH C009
U+13066	𓁦	f0 93 81 a6	EGYPTIAN HIEROGLYPH C010
U+13067	𓁧	f0 93 81 a7	EGYPTIAN HIEROGLYPH C010A
U+13068	𓁨	f0 93 81 a8	EGYPTIAN HIEROGLYPH C011
U+13069	𓁩	f0 93 81 a9	EGYPTIAN HIEROGLYPH C012
U+1306A	𓁪	f0 93 81 aa	EGYPTIAN HIEROGLYPH C013
U+1306B	𓁫	f0 93 81 ab	EGYPTIAN HIEROGLYPH C014
U+1306C	𓁬	f0 93 81 ac	EGYPTIAN HIEROGLYPH C015
U+1306D	𓁭	f0 93 81 ad	EGYPTIAN HIEROGLYPH C016
U+1306E	𓁮	f0 93 81 ae	EGYPTIAN HIEROGLYPH C017
U+1306F	𓁯	f0 93 81 af	EGYPTIAN HIEROGLYPH C018
U+13070	𓁰	f0 93 81 b0	EGYPTIAN HIEROGLYPH C019
U+13071	𓁱	f0 93 81 b1	EGYPTIAN HIEROGLYPH C020
U+13072	𓁲	f0 93 81 b2	EGYPTIAN HIEROGLYPH C021
U+13073	𓁳	f0 93 81 b3	EGYPTIAN HIEROGLYPH C022
U+13074	𓁴	f0 93 81 b4	EGYPTIAN HIEROGLYPH C023
U+13075	𓁵	f0 93 81 b5	EGYPTIAN HIEROGLYPH C024
U+13076	𓁶	f0 93 81 b6	EGYPTIAN HIEROGLYPH D001
U+13077	𓁷	f0 93 81 b7	EGYPTIAN HIEROGLYPH D002
U+13078	𓁸	f0 93 81 b8	EGYPTIAN HIEROGLYPH D003
U+13079	𓁹	f0 93 81 b9	EGYPTIAN HIEROGLYPH D004
U+1307A	𓁺	f0 93 81 ba	EGYPTIAN HIEROGLYPH D005
U+1307B	𓁻	f0 93 81 bb	EGYPTIAN HIEROGLYPH D006
U+1307C	𓁼	f0 93 81 bc	EGYPTIAN HIEROGLYPH D007
U+1307D	𓁽	f0 93 81 bd	EGYPTIAN HIEROGLYPH D008
U+1307E	𓁾	f0 93 81 be	EGYPTIAN HIEROGLYPH D008A
U+1307F	𓁿	f0 93 81 bf	EGYPTIAN HIEROGLYPH D009
U+13080	𓂀	f0 93 82 80	EGYPTIAN HIEROGLYPH D010
U+13081	𓂁	f0 93 82 81	EGYPTIAN HIEROGLYPH D011
U+13082	𓂂	f0 93 82 82	EGYPTIAN HIEROGLYPH D012
U+13083	𓂃	f0 93 82 83	EGYPTIAN HIEROGLYPH D013
U+13084	𓂄	f0 93 82 84	EGYPTIAN HIEROGLYPH D014
U+13085	𓂅	f0 93 82 85	EGYPTIAN HIEROGLYPH D015
U+13086	𓂆	f0 93 82 86	EGYPTIAN HIEROGLYPH D016
U+13087	𓂇	f0 93 82 87	EGYPTIAN HIEROGLYPH D017
U+13088	𓂈	f0 93 82 88	EGYPTIAN HIEROGLYPH D018
U+13089	𓂉	f0 93 82 89	EGYPTIAN HIEROGLYPH D019
U+1308A	𓂊	f0 93 82 8a	EGYPTIAN HIEROGLYPH D020
U+1308B	𓂋	f0 93 82 8b	EGYPTIAN HIEROGLYPH D021
U+1308C	𓂌	f0 93 82 8c	EGYPTIAN HIEROGLYPH D022
U+1308D	𓂍	f0 93 82 8d	EGYPTIAN HIEROGLYPH D023
U+1308E	𓂎	f0 93 82 8e	EGYPTIAN HIEROGLYPH D024
U+1308F	𓂏	f0 93 82 8f	EGYPTIAN HIEROGLYPH D025
U+13090	𓂐	f0 93 82 90	EGYPTIAN HIEROGLYPH D026
U+13091	𓂑	f0 93 82 91	EGYPTIAN HIEROGLYPH D027
U+13092	𓂒	f0 93 82 92	EGYPTIAN HIEROGLYPH D027A
U+13093	𓂓	f0 93 82 93	EGYPTIAN HIEROGLYPH D028
U+13094	𓂔	f0 93 82 94	EGYPTIAN HIEROGLYPH D029
U+13095	𓂕	f0 93 82 95	EGYPTIAN HIEROGLYPH D030
U+13096	𓂖	f0 93 82 96	EGYPTIAN HIEROGLYPH D031
U+13097	𓂗	f0 93 82 97	EGYPTIAN HIEROGLYPH D031A
U+13098	𓂘	f0 93 82 98	EGYPTIAN HIEROGLYPH D032
U+13099	𓂙	f0 93 82 99	EGYPTIAN HIEROGLYPH D033
U+1309A	𓂚	f0 93 82 9a	EGYPTIAN HIEROGLYPH D034
U+1309B	𓂛	f0 93 82 9b	EGYPTIAN HIEROGLYPH D034A
U+1309C	𓂜	f0 93 82 9c	EGYPTIAN HIEROGLYPH D035
U+1309D	𓂝	f0 93 82 9d	EGYPTIAN HIEROGLYPH D036
U+1309E	𓂞	f0 93 82 9e	EGYPTIAN HIEROGLYPH D037
U+1309F	𓂟	f0 93 82 9f	EGYPTIAN HIEROGLYPH D038
U+130A0	𓂠	f0 93 82 a0	EGYPTIAN HIEROGLYPH D039
U+130A1	𓂡	f0 93 82 a1	EGYPTIAN HIEROGLYPH D040
U+130A2	𓂢	f0 93 82 a2	EGYPTIAN HIEROGLYPH D041
U+130A3	𓂣	f0 93 82 a3	EGYPTIAN HIEROGLYPH D042
U+130A4	𓂤	f0 93 82 a4	EGYPTIAN HIEROGLYPH D043
U+130A5	𓂥	f0 93 82 a5	EGYPTIAN HIEROGLYPH D044
U+130A6	𓂦	f0 93 82 a6	EGYPTIAN HIEROGLYPH D045
U+130A7	𓂧	f0 93 82 a7	EGYPTIAN HIEROGLYPH D046
U+130A8	𓂨	f0 93 82 a8	EGYPTIAN HIEROGLYPH D046A
U+130A9	𓂩	f0 93 82 a9	EGYPTIAN HIEROGLYPH D047
U+130AA	𓂪	f0 93 82 aa	EGYPTIAN HIEROGLYPH D048
U+130AB	𓂫	f0 93 82 ab	EGYPTIAN HIEROGLYPH D048A
U+130AC	𓂬	f0 93 82 ac	EGYPTIAN HIEROGLYPH D049
U+130AD	𓂭	f0 93 82 ad	EGYPTIAN HIEROGLYPH D050
U+130AE	𓂮	f0 93 82 ae	EGYPTIAN HIEROGLYPH D050A
U+130AF	𓂯	f0 93 82 af	EGYPTIAN HIEROGLYPH D050B
U+130B0	𓂰	f0 93 82 b0	EGYPTIAN HIEROGLYPH D050C
U+130B1	𓂱	f0 93 82 b1	EGYPTIAN HIEROGLYPH D050D
U+130B2	𓂲	f0 93 82 b2	EGYPTIAN HIEROGLYPH D050E
U+130B3	𓂳	f0 93 82 b3	EGYPTIAN HIEROGLYPH D050F
U+130B4	𓂴	f0 93 82 b4	EGYPTIAN HIEROGLYPH D050G
U+130B5	𓂵	f0 93 82 b5	EGYPTIAN HIEROGLYPH D050H
U+130B6	𓂶	f0 93 82 b6	EGYPTIAN HIEROGLYPH D050I
U+130B7	𓂷	f0 93 82 b7	EGYPTIAN HIEROGLYPH D051
U+130B8	𓂸	f0 93 82 b8	EGYPTIAN HIEROGLYPH D052
U+130B9	𓂹	f0 93 82 b9	EGYPTIAN HIEROGLYPH D052A
U+130BA	𓂺	f0 93 82 ba	EGYPTIAN HIEROGLYPH D053
U+130BB	𓂻	f0 93 82 bb	EGYPTIAN HIEROGLYPH D054
U+130BC	𓂼	f0 93 82 bc	EGYPTIAN HIEROGLYPH D054A
U+130BD	𓂽	f0 93 82 bd	EGYPTIAN HIEROGLYPH D055
U+130BE	𓂾	f0 93 82 be	EGYPTIAN HIEROGLYPH D056
U+130BF	𓂿	f0 93 82 bf	EGYPTIAN HIEROGLYPH D057
U+130C0	𓃀	f0 93 83 80	EGYPTIAN HIEROGLYPH D058
U+130C1	𓃁	f0 93 83 81	EGYPTIAN HIEROGLYPH D059
U+130C2	𓃂	f0 93 83 82	EGYPTIAN HIEROGLYPH D060
U+130C3	𓃃	f0 93 83 83	EGYPTIAN HIEROGLYPH D061
U+130C4	𓃄	f0 93 83 84	EGYPTIAN HIEROGLYPH D062
U+130C5	𓃅	f0 93 83 85	EGYPTIAN HIEROGLYPH D063
U+130C6	𓃆	f0 93 83 86	EGYPTIAN HIEROGLYPH D064
U+130C7	𓃇	f0 93 83 87	EGYPTIAN HIEROGLYPH D065
U+130C8	𓃈	f0 93 83 88	EGYPTIAN HIEROGLYPH D066
U+130C9	𓃉	f0 93 83 89	EGYPTIAN HIEROGLYPH D067
U+130CA	𓃊	f0 93 83 8a	EGYPTIAN HIEROGLYPH D067A
U+130CB	𓃋	f0 93 83 8b	EGYPTIAN HIEROGLYPH D067B
U+130CC	𓃌	f0 93 83 8c	EGYPTIAN HIEROGLYPH D067C
U+130CD	𓃍	f0 93 83 8d	EGYPTIAN HIEROGLYPH D067D
U+130CE	𓃎	f0 93 83 8e	EGYPTIAN HIEROGLYPH D067E
U+130CF	𓃏	f0 93 83 8f	EGYPTIAN HIEROGLYPH D067F
U+130D0	𓃐	f0 93 83 90	EGYPTIAN HIEROGLYPH D067G
U+130D1	𓃑	f0 93 83 91	EGYPTIAN HIEROGLYPH D067H
U+130D2	𓃒	f0 93 83 92	EGYPTIAN HIEROGLYPH E001
U+130D3	𓃓	f0 93 83 93	EGYPTIAN HIEROGLYPH E002
U+130D4	𓃔	f0 93 83 94	EGYPTIAN HIEROGLYPH E003
U+130D5	𓃕	f0 93 83 95	EGYPTIAN HIEROGLYPH E004
U+130D6	𓃖	f0 93 83 96	EGYPTIAN HIEROGLYPH E005
U+130D7	𓃗	f0 93 83 97	EGYPTIAN HIEROGLYPH E006
U+130D8	𓃘	f0 93 83 98	EGYPTIAN HIEROGLYPH E007
U+130D9	𓃙	f0 93 83 99	EGYPTIAN HIEROGLYPH E008
U+130DA	𓃚	f0 93 83 9a	EGYPTIAN HIEROGLYPH E008A
U+130DB	𓃛	f0 93 83 9b	EGYPTIAN HIEROGLYPH E009
U+130DC	𓃜	f0 93 83 9c	EGYPTIAN HIEROGLYPH E009A
U+130DD	𓃝	f0 93 83 9d	EGYPTIAN HIEROGLYPH E010
U+130DE	𓃞	f0 93 83 9e	EGYPTIAN HIEROGLYPH E011
U+130DF	𓃟	f0 93 83 9f	EGYPTIAN HIEROGLYPH E012
U+130E0	𓃠	f0 93 83 a0	EGYPTIAN HIEROGLYPH E013
U+130E1	𓃡	f0 93 83 a1	EGYPTIAN HIEROGLYPH E014
U+130E2	𓃢	f0 93 83 a2	EGYPTIAN HIEROGLYPH E015
U+130E3	𓃣	f0 93 83 a3	EGYPTIAN HIEROGLYPH E016
U+130E4	𓃤	f0 93 83 a4	EGYPTIAN HIEROGLYPH E016A
U+130E5	𓃥	f0 93 83 a5	EGYPTIAN HIEROGLYPH E017
U+130E6	𓃦	f0 93 83 a6	EGYPTIAN HIEROGLYPH E017A
U+130E7	𓃧	f0 93 83 a7	EGYPTIAN HIEROGLYPH E018
U+130E8	𓃨	f0 93 83 a8	EGYPTIAN HIEROGLYPH E019
U+130E9	𓃩	f0 93 83 a9	EGYPTIAN HIEROGLYPH E020
U+130EA	𓃪	f0 93 83 aa	EGYPTIAN HIEROGLYPH E020A
U+130EB	𓃫	f0 93 83 ab	EGYPTIAN HIEROGLYPH E021
U+130EC	𓃬	f0 93 83 ac	EGYPTIAN HIEROGLYPH E022
U+130ED	𓃭	f0 93 83 ad	EGYPTIAN HIEROGLYPH E023
U+130EE	𓃮	f0 93 83 ae	EGYPTIAN HIEROGLYPH E024
U+130EF	𓃯	f0 93 83 af	EGYPTIAN HIEROGLYPH E025
U+130F0	𓃰	f0 93 83 b0	EGYPTIAN HIEROGLYPH E026
U+130F1	𓃱	f0 93 83 b1	EGYPTIAN HIEROGLYPH E027
U+130F2	𓃲	f0 93 83 b2	EGYPTIAN HIEROGLYPH E028
U+130F3	𓃳	f0 93 83 b3	EGYPTIAN HIEROGLYPH E028A
U+130F4	𓃴	f0 93 83 b4	EGYPTIAN HIEROGLYPH E029
U+130F5	𓃵	f0 93 83 b5	EGYPTIAN HIEROGLYPH E030
U+130F6	𓃶	f0 93 83 b6	EGYPTIAN HIEROGLYPH E031
U+130F7	𓃷	f0 93 83 b7	EGYPTIAN HIEROGLYPH E032
U+130F8	𓃸	f0 93 83 b8	EGYPTIAN HIEROGLYPH E033
U+130F9	𓃹	f0 93 83 b9	EGYPTIAN HIEROGLYPH E034
U+130FA	𓃺	f0 93 83 ba	EGYPTIAN HIEROGLYPH E034A
U+130FB	𓃻	f0 93 83 bb	EGYPTIAN HIEROGLYPH E036
U+130FC	𓃼	f0 93 83 bc	EGYPTIAN HIEROGLYPH E037
U+130FD	𓃽	f0 93 83 bd	EGYPTIAN HIEROGLYPH E038
U+130FE	𓃾	f0 93 83 be	EGYPTIAN HIEROGLYPH F001
U+130FF	𓃿	f0 93 83 bf	EGYPTIAN HIEROGLYPH F001A

